id	frequency	board	fill	hasQR	fen
001483b9490cc9c22c62bc8c32b969fe	52	Bw,Qb,Nw,Rb,Kb,Bw,Nb,Qb,Kw,,,,,,,Rw,Rw,,,,,,,Kw,Nw,,,Pb,Pb,,,Bw,Qb,,,Pb,Pb,,,Nb,Kb,,,,,,,Rb,Rb,,,,,,,Kb,Pw,Nw,Pb,Kb,Bw,Nb,Pw,Kw	darkGray	1	BqNrkBnq/K6R/R6K/N2pp2B/q2pp2n/k6r/r6k/PNpkBnPK
0015fdf5fcb9668d95c904c9c1f49568	716	Nw,Bb,Nw,Pw,Kw,Bw,Nb,Pb,Qw,,,,,,,Nb,Pw,,,,,,,Bw,Rw,,,Pb,Pb,,,Kb,Bb,,,Pb,Pb,,,Pb,Qb,,,,,,,Rw,Pb,,,,,,,Bb,Rw,Rw,Bb,Qb,Pb,Rb,Bw,Kw	darkRed	0	NbNPKBnp/Q6n/P6B/R2pp2k/b2pp2p/q6R/p6b/RRbqprBK
00174fb2b5cc39811292281dd54fa7af	3024	Pb,Bb,Qw,Pb,Nw,Bw,Kb,Kb,Nw,,,,,,,Rb,Pb,,,,,,,Nw,Kw,,,Bb,Bb,,,Qw,Bb,,,Bb,Bb,,,Kb,Nb,,,,,,,Rw,Pw,,,,,,,Nb,Rw,Bb,Qw,Pw,Rb,Bw,Qb,Nb	lightRed	0	pbQpNBkk/N6r/p6N/K2bb2Q/b2bb2k/n6R/P6n/RbQPrBqn
001935a22318db713898a3242be849ec	656	Pb,Pw,Qw,Bb,Rw,Pb,Qb,Bb,Rw,,,,,,,Pb,Pb,,,,,,,Rw,Qw,,,Nb,Nb,,,Nb,Bb,,,Nb,Nb,,,Qw,Rb,,,,,,,Kb,Pw,,,,,,,Rb,Kw,Nw,Bb,Kb,Pb,Nb,Bw,Rb	lightRed	0	pPQbRpqb/R6p/p6R/Q2nn2n/b2nn2Q/r6k/P6r/KNbkpnBr
001afcc735de9fa3697aff23290134f8	756	Kb,Qb,Kw,Rb,Nw,Qw,Kb,Pb,Qw,,,,,,,Nb,Kb,,,,,,,Pw,Rb,,,Nb,Nb,,,Kb,Nw,,,Nb,Nb,,,Bw,Qb,,,,,,,Nw,Kw,,,,,,,Rb,Pb,Kw,Qb,Nb,Rw,Kb,Qw,Qw	lightGray	0	kqKrNQkp/Q6n/k6P/r2nn2k/N2nn2B/q6N/K6r/pKqnRkQQ
001ebeacb91dab5b72ea21b0853897f0	1801	Bb,Rw,Bb,Qw,Pw,Rb,Bw,Rb,Kw,,,,,,,Pw,Pw,,,,,,,Rb,Nw,,,Nw,Nw,,,Bb,Bb,,,Nw,Nw,,,Qw,Qb,,,,,,,Pb,Pb,,,,,,,Rw,Kb,Pb,Qb,Bw,Rb,Pw,Qw,Qw	darkGray	0	bRbQPrBr/K6P/P6r/N2NN2b/b2NN2Q/q6p/p6R/kpqBrPQQ
001ee88c5c8d7851233279ae024ab681	1815	Bw,Qb,Bw,Rb,Pw,Qw,Bb,Nb,Pw,,,,,,,Rb,Rb,,,,,,,Bw,Bb,,,Pb,Pb,,,Qw,Qw,,,Pb,Pb,,,Pw,Pb,,,,,,,Rw,Rw,,,,,,,Bb,Nb,Kw,Pw,Nb,Bw,Kb,Pb,Pb	lightRed	0	BqBrPQbn/P6r/r6B/b2pp2Q/Q2pp2P/p6R/R6b/nKPnBkpp
002250cd9d2b919faf04d25383bb3e3d	96	Bw,Nb,Qw,Kb,Pb,Nw,Qb,Nw,Kw,,,,,,,Rb,Rw,,,,,,,Nw,Nb,,,,,,,Qw,Qw,,,,,,,Kb,Kb,,,,,,,Rw,Rb,,,,,,,Nb,Nb,Qb,Kw,Rb,Nw,Qw,Kb,Bw	darkGray	0	BnQkpNqN/K6r/R6N/n6Q/Q6k/k6R/r6n/nqKrNQkB
0022a223b2a3eedee8553be35597bd5c	17	Nb,Nw,Qb,Kb,Rb,Nb,Qw,Pw,Bb,,,,,,,Pw,Rw,,,,,,,Kw,Pw,,,Bb,Bb,,,Bb,Qw,,,Bb,Bb,,,Nw,Nw,,,,,,,Pb,Rb,,,,,,,Kb,Pb,Rw,Pb,Qw,Bb,Rb,Pw,Qb	lightGray	0	nNqkrnQP/b6P/R6K/P2bb2b/Q2bb2N/N6p/r6k/pRpQbrPq
00284ceab5e80c7a99f536197f666851	2957	Pw,Nw,Pb,Kb,Bw,Nb,Pw,Kw,Nw,,,,,,,Bw,Qb,,,,,,,Qb,Kw,,,Bw,Bw,,,Pw,Rw,,,Bw,Bw,,,Rb,Nb,,,,,,,Bb,Qw,,,,,,,Qw,Pb,Rb,Nw,Qb,Kw,Rw,Bb,Bw	lightGray	1	PNpkBnPK/N6B/q6q/K2BB2P/R2BB2r/n6b/Q6Q/prNqKRbB
002a917fc2a6d06395492ff79c3147fe	873	Nb,Kw,Rw,Nb,Qw,Kb,Rb,Nw,Rw,,,,,,,Kb,Kw,,,,,,,Rb,Qb,,,,,,,Nb,Nw,,,,,,,Qw,Rb,,,,,,,Kw,Pw,,,,,,,Rw,Bw,Qb,Nw,Rb,Kb,Qw,Nb,Pw	darkGray	0	nKRnQkrN/R6k/K6r/q6n/N6Q/r6K/P6R/BqNrkQnP
003052c9905293d37c6993d0640a3b8f	1940	Kw,Rb,Pw,Qb,Bw,Rw,Kw,Qb,Nb,,,,,,,Pb,Rw,,,,,,,Nw,Kw,,,Nw,Nw,,,Qw,Qb,,,Nw,Nw,,,Kb,Nw,,,,,,,Rw,Rb,,,,,,,Nb,Nb,Bb,Qw,Pb,Nw,Bw,Kb,Bw	lightGray	0	KrPqBRKq/n6p/R6N/K2NN2Q/q2NN2k/N6R/r6n/nbQpNBkB
0035451fe5ff2cb9126936faa4e0503b	2085	Rw,Kb,Qw,Nw,Pb,Kw,Qb,Rb,Pw,,,,,,,Rb,Rb,,,,,,,Bw,Bw,,,,,,,Kw,Qb,,,,,,,Pw,Pb,,,,,,,Rw,Rw,,,,,,,Bb,Nw,Nw,Pb,Kb,Bw,Nb,Pw,Rb	lightRed	0	RkQNpKqr/P6r/r6B/B6K/q6P/p6R/R6b/NNpkBnPr
0037260549fd1d56ccaa0adbec0fded2	2822	Nw,Bw,Kb,Pb,Nw,Bb,Qw,Nw,Nb,,,,,,,Nb,Rw,,,,,,,Pw,Kw,,,,,,,Kb,Qb,,,,,,,Bw,Nw,,,,,,,Nw,Rb,,,,,,,Pb,Kw,Qw,Bb,Rb,Pw,Kb,Bw,Bw	lightGray	0	NBkpNbQN/n6n/R6P/K6k/q6B/N6N/r6p/KQbrPkBB
003af2f0a6513bdc0c59cd605ab366c0	1456	Nw,Kw,Pw,Nb,Bw,Kb,Rb,Kw,Rw,,,,,,,Qw,Pb,,,,,,,Bb,Qb,,,,,,,Nw,Bw,,,,,,,Pb,Rb,,,,,,,Qb,Pw,,,,,,,Bw,Bw,Pb,Kb,Bb,Nw,Pw,Kw,Nb	lightGray	0	NKPnBkrK/R6Q/p6b/q6N/B6p/r6q/P6B/BpkbNPKn
003f44fd39daf204a87c833d411f75d6	3388	Rw,Pb,Rw,Bw,Qb,Pw,Rb,Qw,Rw,,,,,,,Rw,Rw,,,,,,,Bb,Rw,,,Rb,Rb,,,Qw,Rw,,,Rb,Rb,,,Pw,Rw,,,,,,,Rb,Rw,,,,,,,Bw,Rw,Rb,Nw,Qb,Kw,Rw,Nb,Nw	lightGray	0	RpRBqPrQ/R6R/R6b/R2rr2Q/R2rr2P/R6r/R6B/RrNqKRnN
003f850fba7f540e40afdd0874bbd58c	2825	Nb,Rb,Pw,Qw,Bb,Rw,Pb,Nb,Pb,,,,,,,Nb,Kb,,,,,,,Pw,Bw,,,Bw,Bw,,,Kb,Nb,,,Bw,Bw,,,Bw,Pw,,,,,,,Nw,Kw,,,,,,,Pb,Pb,Pb,Qb,Bb,Rw,Pw,Qw,Rw	darkRed	1	nrPQbRpn/p6n/k6P/B2BB2k/n2BB2B/P6N/K6p/ppqbRPQR
004b95214f726cb3572aae269366456e	2213	Bb,Bb,Qw,Pw,Rb,Bw,Qb,Bb,Rb,,,,,,,Bw,Nw,,,,,,,Rb,Qb,,,,,,,Pb,Kw,,,,,,,Qb,Rw,,,,,,,Bb,Nb,,,,,,,Rw,Nb,Bw,Rb,Pb,Qb,Bb,Rw,Nw	darkRed	0	bbQPrBqb/r6B/N6r/q6p/K6q/R6b/n6R/nBrpqbRN
004db64976f0b9e735a3c2d19986c52d	3887	Nb,Qw,Kb,Rb,Nw,Qb,Kw,Kw,Nb,,,,,,,Qw,Pw,,,,,,,Bb,Kb,,,,,,,Rb,Bw,,,,,,,Pw,Nw,,,,,,,Qb,Pb,,,,,,,Bw,Kw,Nb,Bw,Kb,Pb,Nw,Bb,Pb	lightRed	0	nQkrNqKK/n6Q/P6b/k6r/B6P/N6q/p6B/KnBkpNbp
004ec1255818e7673ef06ad71761733c	2152	Pw,Bw,Nb,Pb,Kb,Qb,Nw,Nw,Bb,,,,,,,Rb,Nw,,,,,,,Nw,Pw,,,,,,,Qb,Kw,,,,,,,Kw,Bw,,,,,,,Rw,Nb,,,,,,,Bb,Nb,Nb,Bw,Kb,Pb,Nw,Bb,Bw	lightRed	0	PBnpkqNN/b6r/N6N/P6q/K6K/B6R/n6b/nnBkpNbB
0053ec4563fb7324591ab128c3c89949	4058	Kw,Pw,Rb,Bw,Qb,Pb,Rw,Pw,Kb,,,,,,,Pb,Pb,,,,,,,Qb,Nw,,,Qb,Qb,,,Bw,Bb,,,Qb,Qb,,,Rb,Qw,,,,,,,Pw,Pw,,,,,,,Qw,Qb,Pw,Nb,Bb,Kw,Pb,Nw,Qb	darkGray	0	KPrBqpRP/k6p/p6q/N2qq2B/b2qq2r/Q6P/P6Q/qPnbKpNq
00590a7b4a2b647e18acad24249c6a9e	1166	Nb,Bb,Rw,Pw,Qw,Bw,Rb,Bw,Rw,,,,,,,Qb,Pb,,,,,,,Bw,Qw,,,Nw,Nw,,,Rw,Bb,,,Nw,Nw,,,Pb,Rb,,,,,,,Kw,Pw,,,,,,,Bb,Bb,Nb,Rw,Kb,Qw,Nw,Rb,Kw	darkRed	0	nbRPQBrB/R6q/p6B/Q2NN2R/b2NN2p/r6K/P6b/bnRkQNrK
00593226172f5f55b83c8378ea84c8f0	1313	Kw,Rb,Nw,Bb,Kw,Rw,Nb,Qb,Pb,,,,,,,Pw,Kb,,,,,,,Rb,Bw,,,,,,,Bb,Nb,,,,,,,Kw,Pw,,,,,,,Pb,Kw,,,,,,,Nw,Nw,Qb,Kw,Rb,Nw,Qw,Kb,Kb	darkGray	0	KrNbKRnq/p6P/k6r/B6b/n6K/P6p/K6N/NqKrNQkk
00638c8cdc7883bbbbeeb4fac5542b20	3980	Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Bw,,,,,,,Pw,Qb,,,,,,,Kw,Pw,,,,,,,Bw,Rb,,,,,,,Rb,Bb,,,,,,,Pb,Qw,,,,,,,Kb,Qb,Pw,Kw,Bw,Nb,Pb,Kb,Pw	darkRed	0	RRRRRRRR/B6P/q6K/P6B/r6r/b6p/Q6k/qPKBnpkP
006439458319db3a570abc20e1b233e3	1098	Rb,Rw,Kw,Qw,Nb,Rb,Kb,Bb,Kb,,,,,,,Qb,Rb,,,,,,,Kw,Nb,,,Bb,Bb,,,Rw,Qw,,,Bb,Bb,,,Nb,Kw,,,,,,,Qw,Rw,,,,,,,Kb,Kw,Nw,Pb,Kb,Bw,Rb,Pw,Nb	lightGray	0	rRKQnrkb/k6q/r6K/n2bb2R/Q2bb2n/K6Q/R6k/KNpkBrPn
00644f9625a55782f2820e31bebe0709	3356	Kw,Nw,Bb,Kb,Pb,Nb,Bw,Nb,Kw,,,,,,,Nb,Rw,,,,,,,Pw,Bw,,,,,,,Kw,Qb,,,,,,,Bb,Kb,,,,,,,Nw,Rb,,,,,,,Pb,Kw,Nw,Pb,Kw,Bb,Nb,Pw,Kw	lightRed	0	KNbkpnBn/K6n/R6P/B6K/q6b/k6N/r6p/KNpKbnPK
006b06620d5d4dab481a7be5b51798b9	2955	Nw,Kw,Bb,Nw,Pb,Kb,Bw,Pb,Kw,,,,,,,Kw,Rw,,,,,,,Rw,Nw,,,,,,,Nb,Qb,,,,,,,Qw,Kb,,,,,,,Kb,Rb,,,,,,,Rb,Bw,Bw,Nb,Pw,Kw,Bb,Nw,Kw	lightGray	0	NKbNpkBp/K6K/R6R/N6n/q6Q/k6k/r6r/BBnPKbNK
006d52ce7092440ee2c05778cd302e3c	2283	Bw,Pb,Nw,Qw,Kb,Rw,Nb,Bw,Bb,,,,,,,Qb,Qw,,,,,,,Pb,Pw,,,Rb,Rb,,,Rb,Rb,,,Rb,Rb,,,Bw,Bw,,,,,,,Qw,Qb,,,,,,,Pw,Nb,Qw,Nb,Rb,Kb,Qb,Nw,Kw	lightGray	0	BpNQkRnB/b6q/Q6p/P2rr2r/r2rr2B/B6Q/q6P/nQnrkqNK
00719d58e2fa546d8f20aa12abec8503	3878	Pb,Kw,Qb,Nw,Rb,Kb,Qw,Nw,Kw,,,,,,,Kw,Bb,,,,,,,Bb,Nb,,,,,,,Nw,Pw,,,,,,,Pb,Kb,,,,,,,Kb,Bw,,,,,,,Bw,Rb,Rw,Nb,Qw,Kb,Rb,Nw,Qb	lightGray	0	pKqNrkQN/K6K/b6b/n6N/P6p/k6k/B6B/rRnQkrNq
00750f4c4b50ef6982ef6bc824d6c880	919	Nw,Rw,Nb,Qb,Kw,Pb,Nw,Kb,Nw,,,,,,,Kb,Qb,,,,,,,Bw,Kb,,,,,,,Nw,Rb,,,,,,,Pb,Bb,,,,,,,Kw,Qw,,,,,,,Bb,Pb,Nb,Bw,Kw,Pw,Nw,Bb,Kb	lightGray	0	NRnqKpNk/N6k/q6B/k6N/r6p/b6K/Q6b/pnBKPNbk
0076ee5e2ea75f6153ae3e02055613f0	1186	Nb,Kw,Qb,Nw,Rb,Kb,Bw,Nb,Pw,,,,,,,Bw,Kw,,,,,,,Nb,Bw,,,,,,,Pw,Nb,,,,,,,Kw,Pb,,,,,,,Qb,Kb,,,,,,,Nw,Bb,Nb,Qw,Kb,Rb,Nw,Qb,Nb	darkRed	0	nKqNrkBn/P6B/K6n/B6P/n6K/p6q/k6N/bnQkrNqn
007733a83bedb4f57f0736867c7d9153	23	Nb,Rw,Nb,Qb,Kw,Rb,Nw,Qw,Pb,,,,,,,Kw,Qb,,,,,,,Rw,Bb,,,Pb,Pb,,,Nw,Rw,,,Pb,Pb,,,Qb,Pw,,,,,,,Kb,Qw,,,,,,,Rb,Pw,Kb,Bw,Nw,Pb,Kw,Bb,Rb	lightGray	0	nRnqKrNQ/p6K/q6R/b2pp2N/R2pp2q/P6k/Q6r/PkBNpKbr
007af1d65a66f2aa7467fad0f20aa3a5	3059	Bw,Pw,Qw,Bw,Rb,Pb,Kb,Pw,Qw,,,,,,,Rb,Pw,,,,,,,Bw,Rw,,,Bw,Bw,,,Qw,Bb,,,Bw,Bw,,,Pw,Qb,,,,,,,Rw,Pb,,,,,,,Bb,Bb,Nb,Rw,Kw,Qb,Nw,Rb,Qb	lightRed	0	BPQBrpkP/Q6r/P6B/R2BB2Q/b2BB2P/q6R/p6b/bnRKqNrq
007d1a0d852bd17c7ac83b76807909af	709	Bb,Pb,Qb,Bb,Rw,Pw,Qw,Bw,Pw,,,,,,,Nb,Qw,,,,,,,Rw,Bb,,,,,,,Kb,Rw,,,,,,,Qw,Pb,,,,,,,Bw,Qb,,,,,,,Rb,Nb,Nw,Rb,Kw,Qb,Nb,Rw,Nb	darkGray	0	bpqbRPQB/P6n/Q6R/b6k/R6Q/p6B/q6r/nNrKqnRn
007dabf0a68f096381a3db658b30c899	3676	Bb,Nw,Rb,Kb,Qw,Nb,Rw,Pb,Nw,,,,,,,Nw,Bb,,,,,,,Rb,Kw,,,Rb,Rb,,,Kw,Pw,,,Rb,Rb,,,Qb,Nb,,,,,,,Nb,Qw,,,,,,,Rw,Rw,Qw,Kb,Rb,Nw,Qb,Kw,Pw	darkGray	0	bNrkQnRp/N6N/b6r/K2rr2K/P2rr2q/n6n/Q6R/RQkrNqKP
0081fdf54e7d4cc762fb287f2eb168ac	727	Bw,Bb,Qw,Pw,Rb,Bw,Kb,Bw,Qw,,,,,,,Rw,Pw,,,,,,,Kw,Rw,,,,,,,Qw,Bb,,,,,,,Nb,Qb,,,,,,,Rb,Pb,,,,,,,Kb,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw	darkRed	0	BbQPrBkB/Q6R/P6K/R6Q/b6n/q6r/p6k/RRRRRRRR
00832fec766ec63e9d5c890404e14b2e	914	Pb,Pw,Qw,Bw,Rb,Pb,Qb,Kw,Pb,,,,,,,Qw,Rw,,,,,,,Nb,Bw,,,Pw,Pw,,,Rw,Qb,,,Pw,Pw,,,Kw,Pw,,,,,,,Qb,Rb,,,,,,,Nw,Nb,Pw,Kw,Bw,Nb,Nb,Kb,Rw	darkGray	1	pPQBrpqK/p6Q/R6n/B2PP2R/q2PP2K/P6q/r6N/nPKBnnkR
0085b21165fa324ced57fc24c59b3483	1377	Qw,Pb,Rw,Bw,Qb,Pw,Rb,Qw,Bw,,,,,,,Nb,Rb,,,,,,,Rw,Pw,,,,,,,Kb,Qw,,,,,,,Qw,Bb,,,,,,,Nw,Rw,,,,,,,Rb,Bb,Qw,Pw,Rb,Bw,Qb,Pb,Pw	lightRed	0	QpRBqPrQ/B6n/r6R/P6k/Q6Q/b6N/R6r/bQPrBqpP
00878250addcf284bad71d7c9e5b85db	1074	Qw,Kw,Qb,Nw,Rb,Kb,Qw,Pb,Pw,,,,,,,Pb,Nb,,,,,,,Kb,Bb,,,,,,,Bb,Kw,,,,,,,Nw,Pb,,,,,,,Pw,Nw,,,,,,,Kw,Bb,Nw,Bb,Kb,Pb,Nb,Bw,Rb	darkGray	0	QKqNrkQp/P6p/n6k/b6b/K6N/p6P/N6K/bNbkpnBr
008baedc64e4c21c469354c28b165412	2176	Rb,Rw,Kw,Qw,Nb,Rb,Kb,Kb,Rb,,,,,,,Nw,Pw,,,,,,,Pb,Qb,,,,,,,Kw,Bw,,,,,,,Bb,Rw,,,,,,,Nb,Pb,,,,,,,Pw,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw	lightGray	0	rRKQnrkk/r6N/P6p/q6K/B6b/R6n/p6P/RRRRRRRR
008c4e0c0fb2c8f6c8949bfa67ad5717	1252	Nw,Nw,Bb,Kw,Pw,Nb,Bw,Kb,Bb,,,,,,,Nb,Qw,,,,,,,Rw,Pb,,,,,,,Kb,Rw,,,,,,,Qw,Bw,,,,,,,Nw,Qb,,,,,,,Rb,Kb,Qw,Bb,Rb,Pw,Qb,Bw,Qb	lightGray	0	NNbKPnBk/b6n/Q6R/p6k/R6Q/B6N/q6r/kQbrPqBq
008f24973715c89d4a2dc55ebf126020	3456	Rb,Rb,Nw,Qw,Pw,Rw,Bb,Bb,Nb,,,,,,,Rb,Qw,,,,,,,Bw,Kb,,,Bb,Bb,,,Qb,Pb,,,Bb,Bb,,,Pb,Nw,,,,,,,Rw,Bb,,,,,,,Bb,Qb,Qw,Pw,Rb,Bw,Qb,Pb,Qw	darkRed	0	rrNQPRbb/n6r/Q6B/k2bb2q/p2bb2p/N6R/b6b/qQPrBqpQ
008fbd6f1fee4c532d8eecd108d21131	3902	Qw,Kb,Pb,Nw,Bb,Kw,Pw,Pb,Nw,,,,,,,Pb,Qb,,,,,,,Qb,Pw,,,Pw,Pw,,,Bb,Rb,,,Pw,Pw,,,Rw,Nb,,,,,,,Pw,Qw,,,,,,,Qw,Nw,Rw,Kw,Qb,Nw,Rb,Kb,Pb	lightGray	1	QkpNbKPp/N6p/q6q/P2PP2b/r2PP2R/n6P/Q6Q/NRKqNrkp
0090292e3ca33aa039a3173f0c25fb3b	1297	Pw,Pb,Rw,Bb,Qw,Pw,Rb,Pw,Nw,,,,,,,Kb,Pb,,,,,,,Rb,Kb,,,,,,,Nw,Bw,,,,,,,Qb,Nb,,,,,,,Kw,Pw,,,,,,,Rb,Rw,Rb,Nw,Qb,Kw,Rw,Nb,Nb	lightGray	0	PpRbQPrP/N6k/p6r/k6N/B6q/n6K/P6r/RrNqKRnn
009c50485916aabf61f63bc86e95f28b	3629	Bw,Bw,Kb,Pb,Nw,Bb,Kw,Kb,Bw,,,,,,,Bw,Kb,,,,,,,Rb,Rw,,,Qw,Qw,,,Pb,Nb,,,Qw,Qw,,,Qb,Bb,,,,,,,Bb,Kw,,,,,,,Rw,Pb,Bw,Nb,Pb,Kb,Bb,Nw,Kw	darkRed	0	BBkpNbKk/B6B/k6r/R2QQ2p/n2QQ2q/b6b/K6R/pBnpkbNK
009ce3e2e0ddac6ef185ebdb84cbdd9a	1149	Nw,Pb,Nw,Bb,Kw,Pw,Nb,Pb,Nb,,,,,,,Nb,Pw,,,,,,,Pw,Kw,,,Pb,Pb,,,Kw,Bb,,,Pb,Pb,,,Bb,Nw,,,,,,,Nw,Pb,,,,,,,Pb,Rw,Pb,Nw,Bb,Kw,Pw,Nb,Qb	darkRed	0	NpNbKPnp/n6n/P6P/K2pp2K/b2pp2b/N6N/p6p/RpNbKPnq
00a5b5409a62481146b7f65381a8d63f	3800	Pb,Rb,Bw,Qb,Pb,Rw,Bb,Qb,Rw,,,,,,,Nb,Bb,,,,,,,Rw,Qw,,,,,,,Pb,Pw,,,,,,,Qb,Rb,,,,,,,Bw,Bw,,,,,,,Rb,Nb,Bw,Qb,Pb,Rw,Bb,Qw,Bw	darkRed	0	prBqpRbq/R6n/b6R/Q6p/P6q/r6B/B6r/nBqpRbQB
00ac3e8c2009e2773223b11739dc5cf5	3449	Qw,Bw,Nb,Pw,Kw,Bb,Rw,Qb,Bb,,,,,,,Pw,Kw,,,,,,,Rb,Pb,,,,,,,Bw,Nw,,,,,,,Qb,Bw,,,,,,,Pb,Kb,,,,,,,Rw,Nb,Nw,Pb,Kb,Bw,Rb,Pw,Rw	lightRed	0	QBnPKbRq/b6P/K6r/p6B/N6q/B6p/k6R/nNpkBrPR
00ac569d3157e8834aa679cd8f478f4d	3079	Kw,Nb,Bw,Kw,Pw,Nw,Bb,Nw,Kb,,,,,,,Nw,Pb,,,,,,,Qb,Nb,,,Kb,Kb,,,Kw,Bw,,,Kb,Kb,,,Rw,Kw,,,,,,,Nb,Pw,,,,,,,Qw,Rb,Pw,Rb,Bb,Qw,Pb,Rw,Bb	darkRed	0	KnBKPNbN/k6N/p6q/n2kk2K/B2kk2R/K6n/P6Q/rPrbQpRb
00ad7cd739be9239cfd08c735cff7813	2699	Nw,Pw,Nb,Bw,Kb,Pb,Nw,Rb,Nw,,,,,,,Rb,Rb,,,,,,,Bw,Kw,,,Rb,Rb,,,Kw,Qb,,,Rb,Rb,,,Pw,Nb,,,,,,,Rw,Rw,,,,,,,Bb,Pw,Kw,Pw,Nw,Bb,Qb,Pb,Rw	darkRed	0	NPnBkpNr/N6r/r6B/K2rr2K/q2rr2P/n6R/R6b/PKPNbqpR
